country,avg_fuel_price
Venezuela,0.01642507645259939
Iran,0.03465035677879715
Libya,0.049109072375127426
Algeria,0.1215045871559633
Iraq,0.14281141692150867
Egypt,0.15463506625891946
Kuwait,0.17197451580020387
Nigeria,0.18893170234454637
Qatar,0.20593170234454639
Saudi Arabia,0.21955249745158004
